N;N-Inaorig;Proband;Age;Sprache;Expression;Group;TypeDet;Type;PronNP;Character;Function
LL588;NIO576;B50;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL589;NIO577;B50;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL590;NIO578;B50;Adults;Mon;der;1;RP;Pron;Pron;Main;Maintenance
LL591;NIO579;B50;Adults;Mon;den Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL592;NIO580;B50;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL593;NIO581;B50;Adults;Mon;Tim und Max ;1;EN | EN;Name;NP;Main;Reintroduction
LL594;NIO582;B51;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL595;NIO583;B51;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL596;NIO584;B51;Adults;Mon;Die Drei;1;defNP;defNP;NP;Main;Maintenance
LL597;NIO585;B51;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL598;NIO586;B51;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL599;NIO587;B51;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL600;NIO588;B51;Adults;Mon;die Drei;1;defNP;defNP;NP;Main;Reintroduction
LL601;NIO589;B51;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL602;NIO590;B51;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL603;NIO591;B51;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL604;NIO592;B51;Adults;Mon;[vor] sein Herrchen und seinen Freund;1;defNP | defNP;defNP;NP;Main;Reintroduction
LL605;NIO593;B51;Adults;Mon;der Troll und der Elf;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL606;NIO594;B51;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL607;NIO595;B51;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL608;NIO596;B51;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL609;NIO597;B51;Adults;Mon;die Beiden;1;defNP;defNP;NP;Secondary;Reintroduction
LL610;NIO598;B51;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL611;NIO599;B51;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Reintroduction
LL612;NIO600;B51;Adults;Mon;die Drei;1;defNP;defNP;NP;Main;Maintenance
LL613;NIO601;B51;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL614;NIO602;B51;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL615;NIO603;B51;Adults;Mon;der;1;RP;Pron;Pron;Main;Maintenance
LL616;NIO604;B51;Adults;Mon;Tim und seine beiden Begleiter;1;EN | defNP;Name+defNP;NP;Main;Reintroduction
LL617;NIO605;B51;Adults;Mon;seinem Enkel;1;defNP;defNP;NP;Main;Reintroduction
LL618;NIO606;B51;Adults;Mon;ihn;1;PP;Pron;Pron;Main;Maintenance
LL619;NIO607;B51;Adults;Mon;[auf] ihn;1;PP;Pron;Pron;Main;Maintenance
LL620;NIO608;B51;Adults;Mon;[für] Tim;1;EN;Name;NP;Main;Maintenance
LL621;NIO609;B51;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL622;NIO610;B53;Adults;Mon;Tim, Bello und Max;1;EN | EN | EN;Name;NP;Main;Maintenance
LL623;NIO611;B53;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL624;NIO612;B53;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL625;NIO613;B53;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL626;NIO614;B53;Adults;Mon;die Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL627;NIO615;B53;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL628;NIO616;B53;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL629;NIO617;B53;Adults;Mon;Die eine Gestalt;1;defNP;defNP;NP;Secondary;Reintroduction
LL630;NIO618;B53;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL631;NIO619;B53;Adults;Mon;er;1;PP;Pron;Pron;Secondary;Maintenance
LL632;NIO620;B53;Adults;Mon;Die zweite Gestalt;1;defNP;defNP;NP;Secondary;Reintroduction
LL633;NIO621;B53;Adults;Mon;[nur etwas größer als] Tim und Max ;1;EN | EN;Name;NP;Main;Reintroduction
LL634;NIO622;B53;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL635;NIO623;B53;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL636;NIO624;B53;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Reintroduction
LL637;NIO625;B53;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL638;NIO626;B53;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL639;NIO627;B53;Adults;Mon;seine Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL640;NIO628;B53;Adults;Mon;Die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL641;NIO629;B66;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Maintenance
LL642;NIO630;B66;Adults;Mon;[mit] ihrem Hund Bello;1;defNP;defNP;NP;Main;Maintenance
LL643;NIO631;B66;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL644;NIO632;B66;Adults;Mon;Tim und Max;1;EN | EN ;Name;NP;Main;Reintroduction
LL645;NIO633;B66;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL646;NIO634;B66;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL647;NIO635;B66;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Maintenance
LL648;NIO636;B66;Adults;Mon;den beiden;1;defNP;defNP;NP;Main;Maintenance
LL649;NIO637;B66;Adults;Mon;[Vor] ihnen;1;PP;Pron;Pron;Main;Maintenance
LL650;NIO638;B66;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL651;NIO639;B66;Adults;Mon;Die eine Kreatur;1;defNP;defNP;NP;Secondary;Reintroduction
LL652;NIO640;B66;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL653;NIO641;B66;Adults;Mon;Die andere Kreatur;1;defNP;defNP;NP;Secondary;Reintroduction
LL654;NIO642;B66;Adults;Mon;[auf] Tim und Max;1;EN | EN ;Name;NP;Main;Reintroduction
LL655;NIO643;B66;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Maintenance
LL656;NIO644;B66;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL657;NIO645;B66;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL658;NIO646;B66;Adults;Mon;den Monstern;1;defNP;defNP;NP;Secondary;Reintroduction
LL659;NIO647;B66;Adults;Mon;Beide Jungs;1;defNP;defNP;NP;Main;Maintenance
LL660;NIO648;B66;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL661;NIO649;B66;Adults;Mon;den beiden ;1;defNP;defNP;NP;Main;Maintenance
LL662;NIO650;B69;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL663;NIO651;B69;Adults;Mon;seine kleine Gruppe;1;defNP;defNP;NP;Main;Reintroduction
LL664;NIO652;B69;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL665;NIO653;B69;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL666;NIO654;B69;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL667;NIO655;B69;Adults;Mon;Er;1;PP;Pron;Pron;Main;Reintroduction
LL668;NIO656;B69;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL669;NIO657;B69;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL670;NIO658;B69;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL671;NIO659;B69;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL672;NIO660;B69;Adults;Mon;er;1;PP;Pron;Pron;Main;Reintroduction
LL673;NIO661;B69;Adults;Mon;die drei Entdecker;1;defNP;defNP;NP;Main;Reintroduction
LL674;NIO662;B69;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL675;NIO663;B69;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL676;NIO664;B69;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL677;NIO665;B69;Adults;Mon;Die beiden;1;defNP;defNP;NP;Secondary;Maintenance
LL678;NIO666;B69;Adults;Mon;[vor] ihnen;1;PP;Pron;Pron;Secondary;Maintenance
LL679;NIO667;B69;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL680;NIO668;B69;Adults;Mon;die  beiden  ;1;defNP;defNP;NP;Secondary;Reintroduction
LL681;NIO669;B69;Adults;Mon;der Kobold;1;defNP;defNP;NP;Secondary;Reintroduction
LL682;NIO670;B69;Adults;Mon;Er;1;PP;Pron;Pron;Secondary;Maintenance
LL683;NIO671;B69;Adults;Mon;den Troll;1;defNP;defNP;NP;Secondary;Reintroduction
LL684;NIO672;B69;Adults;Mon;die beiden ;1;defNP;defNP;NP;Secondary;Maintenance
LL685;NIO673;B69;Adults;Mon;Max und Tim;1;EN | EN ;Name;NP;Main;Reintroduction
LL686;NIO674;B69;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL687;NIO675;B69;Adults;Mon;die beiden kuriosen Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL688;NIO676;B69;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL689;NIO677;B69;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL690;NIO678;B69;Adults;Mon;die beiden Jungen ;1;defNP;defNP;NP;Main;Reintroduction
LL691;NIO679;B69;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL692;NIO680;B69;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL693;NIO681;B69;Adults;Mon;den beiden Jungen;1;defNP;defNP;NP;Main;Reintroduction
LL694;NIO682;B69;Adults;Mon;Der Kobold und der Troll;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL695;NIO683;B69;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Maintenance
LL696;NIO684;B71;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Maintenance
LL697;NIO685;B71;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL698;NIO686;B71;Adults;Mon;die beiden Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL699;NIO687;B71;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL700;NIO688;B71;Adults;Mon;[mit] Bello ;1;EN;Name;NP;Main;Reintroduction
LL701;NIO689;B71;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL702;NIO690;B71;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL703;NIO691;B71;Adults;Mon;Ø;1;NSA;null;Pron;Main;Reintroduction
LL704;NIO692;B71;Adults;Mon;den anderen ;1;defNP;defNP;NP;Main;Reintroduction
LL705;NIO693;B71;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL706;NIO694;B71;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL707;NIO695;B71;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL708;NIO696;B71;Adults;Mon;die Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL709;NIO697;B71;Adults;Mon;Die beiden ;1;defNP;defNP;NP;Main;Reintroduction
LL710;NIO698;B71;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL711;NIO699;B71;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL712;NIO700;B71;Adults;Mon;den beiden Jungs;1;defNP;defNP;NP;Main;Maintenance
LL713;NIO701;B71;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL714;NIO702;B71;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL715;NIO703;B71;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL716;NIO704;B71;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Maintenance
LL717;NIO705;B71;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL718;NIO706;B71;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL719;NIO707;B71;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL720;NIO708;B71;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL721;NIO710;B71;Adults;Mon;Das große Monster;1;defNP;defNP;NP;Secondary;Reintroduction
LL722;NIO711;B71;Adults;Mon;Der kleine Kobold;1;defNP;defNP;NP;Secondary;Reintroduction
LL723;NIO712;B71;Adults;Mon;[auf] Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL724;NIO713;B71;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL725;NIO714;B71;Adults;Mon;die beiden Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL726;NIO715;B71;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL727;NIO716;B71;Adults;Mon;Die zwei unbekannten Gestalten ;1;defNP;defNP;NP;Secondary;Reintroduction
LL728;NIO717;B71;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL729;NIO718;B71;Adults;Mon;die Jungs;1;defNP;defNP;NP;Main;Maintenance
LL730;NIO719;B74;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL731;NIO720;B74;Adults;Mon;die beiden Freunde und ihr Hund;1;defNP | defNP;defNP;NP;Main;Reintroduction
LL732;NIO721;B74;Adults;Mon;die drei;1;defNP;defNP;NP;Main;Maintenance
LL733;NIO722;B74;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL734;NIO723;B74;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL735;NIO724;B74;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL736;NIO725;B74;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL737;NIO726;B74;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL738;NIO727;B74;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL739;NIO728;B74;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL740;NIO729;B74;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL741;GL24;B74;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL742;NIO730;B74;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL743;NIO731;B74;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL744;NIO732;B74;Adults;Mon;Die drei;1;defNP;defNP;NP;Main;Maintenance
LL745;NIO733;B74;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL746;NIO734;B74;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL747;NIO735;B74;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL748;NIO736;B74;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL749;NIO737;B74;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL750;NIO738;B74;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL751;NIO739;B74;Adults;Mon;seinen Hund;1;defNP;defNP;NP;Main;Reintroduction
LL752;NIO740;B74;Adults;Mon;Es;1;PP;Pron;Pron;Secondary;Maintenance
LL753;NIO741;B74;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL754;NIO742;B74;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL755;NIO743;B74;Adults;Mon;[Neben] der großen, grünen Gestalt;1;defNP;defNP;NP;Secondary;Maintenance
LL756;NIO744;B74;Adults;Mon;Es;1;PP;Pron;Pron;Secondary;Maintenance
LL757;NIO745;B74;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL758;NIO746;B74;Adults;Mon;Das Wesen;1;defNP;defNP;NP;Secondary;Maintenance
LL759;NIO747;B74;Adults;Mon;[die Ankunft] der drei Freunde;1;defNP;defNP;NP;Main;Reintroduction
LL760;NIO748;B74;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL761;NIO749;B74;Adults;Mon;[auf] sie;1;PP;Pron;Pron;Main;Maintenance
LL762;NIO750;B74;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL763;NIO751;B74;Adults;Mon;die beiden Gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL764;NIO752;B74;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL765;NIO753;B74;Adults;Mon;Max und Tim ;1;EN | EN;Name;NP;Main;Maintenance
LL766;NIO754;B74;Adults;Mon;Bello;1;EN;Name;NP;Main;Maintenance
LL767;NIO755;B74;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Maintenance
LL768;NIO756;B74;Adults;Mon;[so schnell] sie [konnten] ;1;PP;Pron;Pron;Main;Maintenance
LL769;NIO757;B74;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL770;NIO758;B74;Adults;Mon;[Zu] diesen gruseligen gestalten;1;defNP;defNP;NP;Secondary;Reintroduction
LL771;NIO759;B77;Adults;Mon;Tim und Bello;1;EN | EN;Name;NP;Main;Maintenance
LL772;NIO760;B77;Adults;Mon;Tim, Max und ihr Hund Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL773;NIO761;B77;Adults;Mon;Die drei;1;defNP;defNP;NP;Main;Reintroduction
LL774;NIO762;B77;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL775;NIO764;B77;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL776;NIO766;B77;Adults;Mon;Er;1;PP;Pron;Pron;Secondary;Maintenance
LL777;NIO767;B77;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL778;NIO768;B77;Adults;Mon;Beide  ;1;IP;Pron;Pron;Secondary;Reintroduction
LL779;NIO769;B77;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL780;NIO770;B77;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL781;NIO771;B77;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL782;NIO772;B77;Adults;Mon;Bello;1;EN ;Name;NP;Main;Reintroduction
LL783;NIO773;B77;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Maintenance
LL784;NIO774;B77;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL785;NIO775;B77;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL786;NIO776;B77;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL787;NIO777;B77;Adults;Mon;Der kleine Troll;1;defNP;defNP;NP;Secondary;Reintroduction
LL788;NIO778;B77;Adults;Mon;die große grüne Kreatur;1;defNP;defNP;NP;Secondary;Reintroduction
LL789;NIO779;B77;Adults;Mon;Er;1;PP;Pron;Pron;Secondary;Maintenance
LL790;NIO780;B77;Adults;Mon;Bello;1;EN;Name;NP;Main;Reintroduction
LL791;NIO781;B77;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL792;NIO782;B79;Adults;Mon;die  beiden Jungen und der Hund;1;defNP | defNP;defNP;NP;Main;Reintroduction
LL793;NIO783;B79;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL794;NIO784;B79;Adults;Mon;Max und Tim;1;EN | EN;Name;NP;Main;Maintenance
LL795;NIO785;B79;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL796;NIO786;B79;Adults;Mon;den beiden;1;defNP;defNP;NP;Main;Maintenance
LL797;NIO787;B79;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL798;NIO788;B79;Adults;Mon;sie ;1;PP;Pron;Pron;Main;Maintenance
LL799;NIO789;B79;Adults;Mon;die;1;RP;Pron;Pron;Secondary;Maintenance
LL800;NIO791;B79;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL801;NIO793;B79;Adults;Mon;Ø;1;NSA;null;Pron;Secondary;Maintenance
LL802;NIO794;B79;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL803;NIO795;B79;Adults;Mon;[vor] den beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL804;NIO796;B79;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL805;NIO797;B79;Adults;Mon;[so schnell] sie [können] ;1;PP;Pron;Pron;Main;Maintenance
LL806;NIO798;B79;Adults;Mon;sich;1;RxP;Pron;Pron;Main;Maintenance
LL807;NIO799;B79;Adults;Mon;die beiden Kreaturen;1;defNP;defNP;NP;Secondary;Reintroduction
LL808;NIO800;B81;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL809;NIO801;B81;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL810;NIO802;B81;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL811;NIO803;B81;Adults;Mon;Max;1;EN;Name;NP;Main;Reintroduction
LL812;NIO804;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL813;NIO805;B81;Adults;Mon;ihnen;1;PP;Pron;Pron;Main;Reintroduction
LL814;NIO806;B81;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL815;NIO807;B81;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL816;NIO809;B81;Adults;Mon;der;1;RP;Pron;Pron;Secondary;Maintenance
LL817;NIO810;B81;Adults;Mon;[Neben] ihm;1;PP;Pron;Pron;Secondary;Maintenance
LL818;NIO812;B81;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL819;NIO813;B81;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL820;NIO814;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL821;NIO815;B81;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL822;NIO816;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL823;NIO817;B81;Adults;Mon;Sein bester Freund Max;1;defNP;defNP;NP;Main;Reintroduction
LL824;NIO818;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL825;NIO819;B81;Adults;Mon;Er;1;PP;Pron;Pron;Main;Maintenance
LL826;NIO820;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL827;NIO821;B81;Adults;Mon;Die beiden ;1;defNP;defNP;NP;Main;Reintroduction
LL828;NIO822;B81;Adults;Mon;Bello der Hund;1;EN+defNP;Name;NP;Main;Reintroduction
LL829;NIO823;B81;Adults;Mon;die beiden Wesen;1;defNP;defNP;NP;Secondary;Reintroduction
LL830;NIO824;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL831;NIO825;B81;Adults;Mon;sein Herrchen;1;defNP;defNP;NP;Main;Reintroduction
LL832;NIO826;B81;Adults;Mon;er;1;PP;Pron;Pron;Main;Reintroduction
LL833;NIO827;B81;Adults;Mon;[mit] den Giganten ;1;defNP;defNP;NP;Secondary;Reintroduction
LL834;NIO828;B81;Adults;Mon;Diese;1;DP;Pron;Pron;Secondary;Maintenance
LL835;NIO829;B81;Adults;Mon;Sie;1;PP;Pron;Pron;Secondary;Maintenance
LL836;NIO830;B81;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL837;NIO832;B81;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL838;NIO833;B81;Adults;Mon;der kleine Zwerg;1;defNP;defNP;NP;Secondary;Reintroduction
LL839;NIO834;B81;Adults;Mon;[zu] Tim  ;1;EN;Name;NP;Main;Reintroduction
LL840;GL25;B81;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL841;NIO835;B81;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL842;NIO836;B81;Adults;Mon;die beiden;1;defNP;defNP;NP;Secondary;Reintroduction
LL843;NIO837;B81;Adults;Mon;ihm;1;PP;Pron;Pron;Main;Maintenance
LL844;NIO838;B81;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL845;NIO839;B81;Adults;Mon;ihnen;1;PP;Pron;Pron;Secondary;Maintenance
LL846;NIO840;B81;Adults;Mon;er;1;PP;Pron;Pron;Main;Maintenance
LL847;NIO841;B87;Adults;Mon;sie;1;PP;Pron;Pron;Main;Maintenance
LL848;NIO842;B87;Adults;Mon;Letzterer;1;NP;defNP;NP;Secondary;Reintroduction
LL849;NIO843;B87;Adults;Mon;der Andere;1;defNP;defNP;NP;Secondary;Reintroduction
LL850;NIO844;B87;Adults;Mon;die Kinder und den Hund;1;defNP | defNP;defNP;NP;Main;Reintroduction
LL851;NIO845;B87;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Maintenance
LL852;NIO846;B100;Adults;Mon;Tim;1;EN;Name;NP;Main;Reintroduction
LL853;NIO847;B100;Adults;Mon;sein Freund Max;1;defNP+EN;Name;NP;Main;Reintroduction
LL854;NIO848;B100;Adults;Mon;sie;1;PP;Pron;Pron;Main;Reintroduction
LL855;NIO849;B100;Adults;Mon;die Drei;1;defNP;defNP;NP;Main;Maintenance
LL856;NIO850;B100;Adults;Mon;welches;1;RP;Pron;Pron;Secondary;Maintenance
LL857;NIO851;B100;Adults;Mon;Max, Tim und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL858;NIO852;B100;Adults;Mon;den beiden mysteriösen Gestallten;1;defNP;defNP;NP;Secondary;Reintroduction
LL859;NIO853;B100;Adults;Mon;Max;1;EN;Name;NP;Main;Maintenance
LL860;NIO854;B100;Adults;Mon;Tim;1;EN;Name;NP;Main;Maintenance
LL861;NIO855;B100;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
LL862;NIO856;B100;Adults;Mon;Der Hund Bello;1;defNP+EN;Name;NP;Main;Reintroduction
LL863;NIO857;B100;Adults;Mon;Der Kobold und sein großer grüner Freund;1;defNP | defNP;defNP;NP;Secondary;Reintroduction
LL864;NIO858;B100;Adults;Mon;sie;1;PP;Pron;Pron;Secondary;Maintenance
LL865;NIO859;B100;Adults;Mon;die beiden Jungs;1;defNP;defNP;NP;Main;Reintroduction
LL866;NIO861;B105;Adults;Mon;Die beiden Jungs;1;defNP;defNP;NP;Main;Maintenance
LL867;NIO862;B105;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL868;NIO863;B105;Adults;Mon;Tim, Max und Bello;1;EN | EN | EN;Name;NP;Main;Reintroduction
LL869;NIO864;B105;Adults;Mon;die beiden;1;defNP;defNP;NP;Main;Reintroduction
LL870;NIO865;B105;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Reintroduction
LL871;NIO866;B105;Adults;Mon;Tim und Max;1;EN | EN;Name;NP;Main;Reintroduction
LL872;NIO867;B105;Adults;Mon;Sie;1;PP;Pron;Pron;Main;Maintenance
LL873;NIO868;B105;Adults;Mon;Ø;1;NSA;null;Pron;Main;Maintenance
